shipment_id,po_id,vessel_name,transport_mode,origin_port,destination_port,current_lat,current_lon,timestamp,speed_knots,eta
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,14.9938,79.51,2026-02-26T10:58:48Z,9.6,2026-03-17
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,16.4085,57.4477,2026-02-27T07:58:48Z,20.2,2026-03-12
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,18.5345,35.3118,2026-02-28T04:58:48Z,18.7,2026-03-18
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,20.2838,13.4499,2026-03-01T01:58:48Z,6.3,2026-03-17
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,22.7707,-7.9863,2026-03-01T22:58:48Z,13.1,2026-03-17
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,23.9021,-29.9081,2026-03-02T19:58:48Z,16.8,2026-03-14
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,25.6906,-51.6354,2026-03-03T16:58:48Z,9.1,2026-03-15
SHP-0023,PO-00036,ONE Apus,sea,Laem Chabang,Houston,27.4574,-73.1504,2026-03-04T13:58:48Z,15.8,2026-03-09
SHP-0024,PO-00038,MSC Oscar,sea,Shanghai,Long Beach,31.7296,94.4417,2026-02-26T10:58:48Z,7.3,2026-03-18
SHP-0024,PO-00038,MSC Oscar,sea,Shanghai,Long Beach,32.259,68.6901,2026-02-27T07:58:48Z,11.9,2026-03-08
SHP-0024,PO-00038,MSC Oscar,sea,Shanghai,Long Beach,32.5117,41.9617,2026-02-28T04:58:48Z,16.1,2026-03-13
SHP-0024,PO-00038,MSC Oscar,sea,Shanghai,Long Beach,32.6148,14.7417,2026-03-01T01:58:48Z,16.0,2026-03-10
SHP-0024,PO-00038,MSC Oscar,sea,Shanghai,Long Beach,33.049,-12.085,2026-03-01T22:58:48Z,8.9,2026-03-15
SHP-0024,PO-00038,MSC Oscar,sea,Shanghai,Long Beach,33.162,-37.953,2026-03-02T19:58:48Z,20.5,2026-03-06
